PARTNER,MONTH,GENRE,TITLE,MINUTES WATCHED,VIEWS,
C,MONTH 3,BV,543254,164659.7888,4471,
C,MONTH 6,BV,543254,109314.7312,3133,
C,MONTH 3,BV,493716,105957.0221,2537,
C,MONTH 5,BV,543254,92957.2957,2589,
C,MONTH 4,BV,543254,91245.06917,2391,
C,MONTH 6,BV,493716,83867.36587,2045,
C,MONTH 7,BV,543254,79484.18467,2139,
C,MONTH 4,BV,493716,77490.15435,1813,
C,MONTH 5,BV,493716,76462.42293,1845,
C,MONTH 7,BV,493716,68222.62542,1572,
C,MONTH 2,BV,543254,53359.96017,1497,
C,MONTH 1,BV,543254,46852.40857,1316,
C,MONTH 3,BV,414496,45465.06197,2223,
C,MONTH 2,BV,493716,44599.4843,1169,
C,MONTH 1,BV,493716,41354.83513,1098,
C,MONTH 6,BV,414496,38799.95218,1714,
C,MONTH 7,BV,414496,31437.22677,1301,
C,MONTH 4,BV,414496,30632.94868,1337,
C,MONTH 5,BV,414496,27342.65093,1207,
C,MONTH 2,BV,414496,15933.47783,838,
C,MONTH 1,BV,414496,12278.38057,614,
A,MONTH 4,CZ,389315,88396.26085,1956,
A,MONTH 7,CZ,389315,77851.61887,1852,
A,MONTH 6,CZ,389315,77258.31497,1783,
A,MONTH 3,CZ,389315,72051.52622,1675,
A,MONTH 5,CZ,389315,67898.65548,1602,
A,MONTH 2,CZ,389315,59776.22307,1397,
A,MONTH 1,CZ,389315,59459.00903,1489,
B,MONTH 6,CZ,761967,2617177.735,131771,
B,MONTH 7,CZ,761967,2129339.859,68966,
B,MONTH 5,CZ,761967,297012.5246,8615,
B,MONTH 4,CZ,761967,268726.4868,7572,
B,MONTH 2,CZ,761967,243981.1202,6739,
B,MONTH 3,CZ,761967,231533.9521,6300,
B,MONTH 1,CZ,761967,210833.6399,5923,
C,MONTH 2,CZ,317602,53749.0008,2015,
C,MONTH 1,CZ,317602,41086.70725,1516,
C,MONTH 4,CZ,113135,39025.04482,1712,
C,MONTH 5,CZ,113135,37444.54667,1743,
C,MONTH 1,CZ,113135,29370.08905,1540,
C,MONTH 3,CZ,113135,24719.46128,1406,
C,MONTH 3,CZ,317602,15988.95125,624,
C,MONTH 2,CZ,113135,15283.43802,851,
C,MONTH 4,CZ,317602,10764.55272,409,
C,MONTH 5,CZ,317602,9304.289967,381,
C,MONTH 6,CZ,113135,354.5651,14,
C,MONTH 6,CZ,317602,90.0137,6,
D,MONTH 5,CZ,375329,148663.9157,4200,
D,MONTH 7,CZ,375329,93628.6654,2687,
D,MONTH 6,CZ,375329,90295.29218,2597,
D,MONTH 4,CZ,375329,11126.4476,338,
E,MONTH 6,CZ,968919,1861261.313,40461,
E,MONTH 6,CZ,968919,1630387.257,43256,
E,MONTH 5,CZ,968919,1163222.26,33010,
E,MONTH 6,CZ,968919,1154270.237,32586,
E,MONTH 5,CZ,968919,1101042.155,25248,
E,MONTH 4,CZ,968919,1010219.211,29999,
E,MONTH 7,CZ,968919,965721.8771,26571,
E,MONTH 7,CZ,968919,946523.1792,21827,
E,MONTH 4,CZ,968919,875148.2513,20797,
E,MONTH 1,CZ,968919,838219.4945,25050,
E,MONTH 1,CZ,968919,794820.6517,18581,
E,MONTH 5,CZ,968919,785655.4063,23570,
E,MONTH 1,CZ,968919,694487.6413,26819,
E,MONTH 7,CZ,968919,690757.5329,21148,
E,MONTH 2,CZ,968919,658152.6428,20688,
E,MONTH 3,CZ,968919,649198.275,20213,
E,MONTH 2,CZ,968919,647731.6428,15775,
E,MONTH 6,CZ,968919,634787.3556,15256,
E,MONTH 4,CZ,968919,626956.5051,19539,
E,MONTH 3,CZ,968919,573196.8483,14055,
E,MONTH 6,CZ,968919,517349.6538,11520,
E,MONTH 5,CZ,968919,434173.0945,10913,
E,MONTH 2,CZ,968919,412240.7537,14195,
E,MONTH 3,CZ,968919,375675.673,12449,
E,MONTH 7,CZ,968919,364376.1402,9301,
E,MONTH 4,CZ,968919,363735.1611,9766,
E,MONTH 5,CZ,968919,333452.4443,7809,
E,MONTH 1,CZ,968919,292181.1511,7778,
E,MONTH 7,CZ,968919,281932.6371,6554,
E,MONTH 4,CZ,968919,271318.5982,6572,
E,MONTH 2,CZ,968919,248935.1413,7150,
E,MONTH 3,CZ,968919,247189.9787,7162,
E,MONTH 1,CZ,968919,216648.317,5337,
E,MONTH 2,CZ,968919,181866.993,4618,
E,MONTH 3,CZ,968919,172110.6565,4318,
E,MONTH 2,CZ,304051,73133.18658,2317,
E,MONTH 1,CZ,304051,65925.87572,2072,
E,MONTH 4,CZ,304051,62930.84623,2059,
E,MONTH 5,CZ,304051,60923.9859,1849,
E,MONTH 3,CZ,304051,51503.2138,1672,
E,MONTH 6,CZ,304051,2.771866667,1,
A,MONTH 6,DG,691705,1742600.877,101456,
A,MONTH 3,DG,119215,1388520.008,47335,
A,MONTH 4,DG,857285,1327929.568,35016,
A,MONTH 7,DG,984058,1323843.558,58642,
A,MONTH 7,DG,119215,1304976.328,41200,
A,MONTH 7,DG,857285,824964.8837,18930,
A,MONTH 7,DG,253553,779156.5085,19325,
A,MONTH 5,DG,730190,772498.0733,16923,
A,MONTH 6,DG,857285,735720.1774,17048,
A,MONTH 7,DG,730190,461032.8377,11651,
A,MONTH 5,DG,253553,433511.5604,12289,
A,MONTH 5,DG,857285,425616.928,9952,
A,MONTH 3,DG,857285,418274.016,9442,
A,MONTH 2,DG,719193,379964.304,18423,
A,MONTH 2,DG,857285,321863.4963,7480,
A,MONTH 7,DG,691705,281272.9856,9058,
A,MONTH 7,DG,115315,279877.5384,15696,
A,MONTH 6,DG,253553,277021,8559,
A,MONTH 4,DG,719193,273482.5374,13749,
A,MONTH 4,DG,730190,252956.0921,6773,
A,MONTH 6,DG,730190,245380.7406,7516,
A,MONTH 4,DG,253553,244786.4762,5965,
A,MONTH 1,DG,857285,219837.2775,5471,
A,MONTH 6,DG,119215,213298.1233,5435,
A,MONTH 7,DG,719193,178608.4692,5651,
A,MONTH 5,DG,119215,109843.2554,2722,
A,MONTH 4,DG,208665,106573.8222,2308,
A,MONTH 6,DG,719193,91577.80187,3442,
A,MONTH 3,DG,730190,74918.2463,2163,
A,MONTH 3,DG,253553,69329.31978,1786,
A,MONTH 7,DG,488582,65976.31395,1614,
A,MONTH 4,DG,119215,65163.29845,1562,
A,MONTH 5,DG,719193,64918.43648,2163,
A,MONTH 2,DG,730190,64064.48235,1837,
A,MONTH 3,DG,719193,59804.28475,2150,
A,MONTH 3,DG,753575,56992.85685,1679,
A,MONTH 1,DG,253553,56241.22248,1435,
A,MONTH 2,DG,119215,54609.78928,1458,
A,MONTH 1,DG,730190,47906.54233,1426,
A,MONTH 6,DG,488582,47754.14152,1228,
A,MONTH 2,DG,253553,43638.25782,1124,
A,MONTH 7,DG,208665,40852.53422,879,
A,MONTH 2,DG,984058,39602.29135,1086,
A,MONTH 7,DG,113215,39283.70912,1172,
A,MONTH 5,DG,208665,37288.27562,788,
A,MONTH 6,DG,208665,35147.67607,798,
A,MONTH 6,DG,113215,34459.98655,1046,
A,MONTH 3,DG,488582,33701.05057,1060,
A,MONTH 1,DG,754153,32781.18712,835,
A,MONTH 6,DG,754153,32570.69033,602,
A,MONTH 6,DG,864353,31881.1689,960,
A,MONTH 3,DG,984058,29911.46247,729,
A,MONTH 4,DG,488582,29272.94835,851,
A,MONTH 2,DG,754153,26913.17473,638,
A,MONTH 7,DG,326672,26645.02948,1573,
A,MONTH 5,DG,488582,26114.217,745,
A,MONTH 7,DG,754153,25948.88547,552,
A,MONTH 1,DG,217390,23841.29452,945,
A,MONTH 4,DG,753575,23540.67765,696,
A,MONTH 5,DG,113215,22309.70787,664,
A,MONTH 4,DG,113215,22267.58093,630,
A,MONTH 6,DG,174971,21306.03763,372,
A,MONTH 2,DG,113215,20802.83747,564,
A,MONTH 4,DG,984058,19407.55085,486,
A,MONTH 4,DG,754153,19335.86465,499,
A,MONTH 3,DG,113215,19299.83627,527,
A,MONTH 7,DG,864353,19116.34632,794,
A,MONTH 5,DG,754153,18032.71978,448,
A,MONTH 3,DG,754153,17394.33725,443,
A,MONTH 6,DG,753575,17250.19267,476,
A,MONTH 4,DG,864353,15955.55303,555,
A,MONTH 7,DG,753575,15039.02647,460,
A,MONTH 3,DG,864353,15016.86988,593,
A,MONTH 6,DG,217390,14696.22053,568,
A,MONTH 5,DG,753575,14604.78573,388,
A,MONTH 6,DG,984058,14511.08413,379,
A,MONTH 1,DG,864353,14470.44833,549,
A,MONTH 2,DG,864353,14422.7672,551,
A,MONTH 6,DG,326672,13992.35087,793,
A,MONTH 2,DG,488582,13921.66008,498,
A,MONTH 5,DG,217390,13556.15557,454,
A,MONTH 1,DG,488582,12467.75888,392,
A,MONTH 5,DG,864353,12396.11908,486,
A,MONTH 1,DG,113215,11628.05575,345,
A,MONTH 1,DG,326672,11177.70115,441,
A,MONTH 5,DG,984058,10630.21572,290,
A,MONTH 2,DG,804048,10469.48082,290,
A,MONTH 3,DG,326672,10209.63223,381,
A,MONTH 1,DG,804048,9890.730867,284,
A,MONTH 2,DG,217390,9392.974883,317,
A,MONTH 4,DG,326672,9222.541133,438,
A,MONTH 7,DG,174971,8100.85475,165,
A,MONTH 1,DG,406980,7966.73995,162,
A,MONTH 2,DG,326672,7952.014917,363,
A,MONTH 3,DG,217390,7951.45955,264,
A,MONTH 5,DG,326672,7392.582583,392,
A,MONTH 4,DG,217390,7148.78815,294,
A,MONTH 3,DG,804048,4095.88115,110,
A,MONTH 5,DG,174971,3830.53495,92,
A,MONTH 1,DG,174971,2788.407233,79,
A,MONTH 2,DG,174971,2634.148317,89,
A,MONTH 4,DG,174971,2567.357067,93,
A,MONTH 3,DG,174971,2286.278517,83,
A,MONTH 7,DG,217390,135.78435,3,
B,MONTH 7,DG,638087,349954.7233,14858,
B,MONTH 6,DG,638087,347714.6913,15719,
B,MONTH 3,DG,638087,308578.4348,12287,
B,MONTH 2,DG,638087,232706.0224,8923,
B,MONTH 4,DG,638087,229661.2572,8766,
B,MONTH 5,DG,638087,209989.7679,8321,
B,MONTH 1,DG,638087,180307.7068,7409,
B,MONTH 3,DG,165777,150116.6508,9601,
B,MONTH 4,DG,111811,125948.432,3651,
B,MONTH 4,DG,483450,116251.0519,2768,
B,MONTH 7,DG,241715,108401.9479,2851,
B,MONTH 6,DG,984161,106960.3082,3737,
B,MONTH 4,DG,241715,106196.4331,2842,
B,MONTH 6,DG,759220,104414.4076,5174,
B,MONTH 7,DG,759220,103320.0221,5118,
B,MONTH 6,DG,241715,101465.9637,2894,
B,MONTH 5,DG,241715,97348.44905,2718,
B,MONTH 7,DG,666770,93589.90175,3176,
B,MONTH 4,DG,984161,92640.1494,2787,
B,MONTH 4,DG,608229,78486.16845,2252,
B,MONTH 1,DG,759220,77273.38355,3623,
B,MONTH 5,DG,608229,75489.67815,2151,
B,MONTH 3,DG,241715,74258.08218,1937,
B,MONTH 6,DG,608229,73034.0449,2190,
B,MONTH 4,DG,759220,71192.07843,3534,
B,MONTH 2,DG,759220,71053.99835,3462,
B,MONTH 5,DG,984161,69612.31737,2144,
B,MONTH 3,DG,546029,69129.29625,1867,
B,MONTH 3,DG,759220,68468.04855,3474,
B,MONTH 2,DG,241715,64014.6588,1711,
B,MONTH 4,DG,280269,60953.16292,1742,
B,MONTH 2,DG,546029,60765.69502,1559,
B,MONTH 1,DG,241715,55993.31712,1568,
B,MONTH 7,DG,984161,54188.01687,1941,
B,MONTH 3,DG,866834,53370.86317,1429,
B,MONTH 5,DG,759220,52391.69523,2653,
B,MONTH 5,DG,724533,51912.76183,2182,
B,MONTH 3,DG,984161,48926.5439,1594,
B,MONTH 4,DG,791841,47410.61125,1542,
B,MONTH 3,DG,666770,47087.65665,1498,
B,MONTH 7,DG,791841,45863.6329,1392,
B,MONTH 3,DG,999838,45561.9161,1364,
B,MONTH 4,DG,666770,45441.03203,1429,
B,MONTH 5,DG,483450,45102.28775,1041,
B,MONTH 4,DG,331583,45099.75945,1452,
B,MONTH 5,DG,791841,44799.12747,1468,
B,MONTH 4,DG,866834,44357.02665,1058,
B,MONTH 6,DG,344014,44162.70923,1431,
B,MONTH 7,DG,511431,43406.94367,859,
B,MONTH 2,DG,791841,43110.26503,1512,
B,MONTH 4,DG,305034,42645.45883,1135,
B,MONTH 4,DG,165777,42060.90912,1372,
B,MONTH 6,DG,280269,41569.61627,1263,
B,MONTH 5,DG,280269,41043.85647,1207,
B,MONTH 5,DG,514984,40573.59395,1435,
B,MONTH 6,DG,666770,40112.97535,1386,
B,MONTH 6,DG,791841,39292.53947,1320,
B,MONTH 3,DG,280269,38405.9713,1117,
B,MONTH 3,DG,616248,38183.53558,1462,
B,MONTH 6,DG,511431,37919.78232,768,
B,MONTH 7,DG,305034,37576.27658,1271,
B,MONTH 3,DG,791841,37014.50328,1242,
B,MONTH 5,DG,666770,36594.14873,1197,
B,MONTH 5,DG,331583,36354.34577,1139,
B,MONTH 7,DG,514984,36083.42912,1262,
B,MONTH 3,DG,608229,35898.4203,1025,
B,MONTH 7,DG,616248,35857.43968,1352,
B,MONTH 4,DG,514984,35702.6306,1162,
B,MONTH 5,DG,111811,35369.65995,1020,
B,MONTH 2,DG,666770,35302.30232,1117,
B,MONTH 7,DG,608229,35280.47218,1064,
B,MONTH 6,DG,331583,34878.32318,1160,
B,MONTH 4,DG,497280,33397.56187,855,
B,MONTH 2,DG,424981,33049.37017,711,
B,MONTH 1,DG,791841,33033.65508,1131,
B,MONTH 4,DG,511431,32971.06283,710,
B,MONTH 4,DG,546029,32949.383,819,
B,MONTH 2,DG,511431,32925.34178,634,
B,MONTH 3,DG,511431,32487.47137,593,
B,MONTH 6,DG,305034,31917.51047,1169,
B,MONTH 7,DG,280269,31781.25727,966,
B,MONTH 3,DG,497280,30539.91942,785,
B,MONTH 7,DG,497280,30413.99503,751,
B,MONTH 4,DG,683649,30284.16322,976,
B,MONTH 3,DG,331583,30107.07503,1122,
B,MONTH 6,DG,928702,29997.47978,671,
B,MONTH 5,DG,866834,29777.38417,679,
B,MONTH 5,DG,511431,29505.18482,640,
B,MONTH 5,DG,497280,29312.58393,797,
B,MONTH 4,DG,424981,29305.00712,683,
B,MONTH 2,DG,514984,29300.90923,1031,
B,MONTH 4,DG,616248,29274.25882,896,
B,MONTH 6,DG,497280,29055.44122,849,
B,MONTH 6,DG,483450,28822.43612,650,
B,MONTH 7,DG,111811,28719.28785,769,
B,MONTH 3,DG,424981,28620.86725,666,
B,MONTH 1,DG,666770,28560.90262,911,
B,MONTH 1,DG,514984,28177.5446,950,
B,MONTH 7,DG,866834,28143.10257,644,
B,MONTH 4,DG,649598,27998.94843,714,
B,MONTH 7,DG,424981,27935.28478,618,
B,MONTH 3,DG,514984,27883.50143,882,
B,MONTH 7,DG,165777,27754.67667,796,
B,MONTH 5,DG,305034,27672.84415,945,
B,MONTH 7,DG,331583,27665.72158,886,
B,MONTH 2,DG,497280,27572.57338,759,
B,MONTH 6,DG,424981,27272.09943,564,
B,MONTH 6,DG,111811,26387.64342,759,
B,MONTH 6,DG,866834,26385.8058,652,
B,MONTH 4,DG,999838,25890.0583,758,
B,MONTH 1,DG,305034,25120.91632,932,
B,MONTH 3,DG,305034,25087.7423,929,
B,MONTH 7,DG,379904,25033.39768,592,
B,MONTH 1,DG,497280,24906.77157,674,
B,MONTH 5,DG,928702,24568.07318,546,
B,MONTH 1,DG,866834,24057.79123,484,
B,MONTH 6,DG,514984,23781.2013,892,
B,MONTH 2,DG,866834,23216.65668,490,
B,MONTH 3,DG,570254,22853.59523,612,
B,MONTH 7,DG,405832,22541.63012,635,
B,MONTH 7,DG,344014,22338.18588,716,
B,MONTH 3,DG,111811,22075.16465,658,
B,MONTH 6,DG,724533,21937.57315,987,
B,MONTH 2,DG,305034,21921.80725,809,
B,MONTH 7,DG,121480,21612.62498,714,
B,MONTH 4,DG,928702,21591.635,537,
B,MONTH 7,DG,649598,21477.19605,806,
B,MONTH 6,DG,649598,21226.59067,793,
B,MONTH 4,DG,121480,21058.74357,780,
B,MONTH 4,DG,379904,21053.43402,496,
B,MONTH 7,DG,430090,20876.31123,672,
B,MONTH 5,DG,424981,20556.1691,483,
B,MONTH 2,DG,111811,20552.05727,541,
B,MONTH 3,DG,430090,20424.85607,586,
B,MONTH 2,DG,121480,20262.28187,708,
B,MONTH 1,DG,649598,20218.20055,909,
B,MONTH 5,DG,165777,20188.02902,583,
B,MONTH 4,DG,430090,20074.56555,611,
B,MONTH 6,DG,405832,20048.86192,570,
B,MONTH 5,DG,683649,20004.00908,652,
B,MONTH 7,DG,928702,19615.96365,559,
B,MONTH 3,DG,906013,19512.6451,627,
B,MONTH 2,DG,165777,19455.1526,501,
B,MONTH 7,DG,877079,19270.92845,1061,
B,MONTH 5,DG,121480,19208.47825,659,
B,MONTH 5,DG,649598,19157.08017,614,
B,MONTH 3,DG,544901,19075.07808,601,
B,MONTH 2,DG,430090,19060.23277,557,
B,MONTH 1,DG,379904,18913.34047,475,
B,MONTH 1,DG,165777,18408.4623,507,
B,MONTH 5,DG,882608,18274.87703,763,
B,MONTH 1,DG,111811,18248.99793,496,
B,MONTH 7,DG,483450,18181.31508,393,
B,MONTH 6,DG,165777,18170.43503,577,
B,MONTH 6,DG,121480,18067.37982,744,
B,MONTH 4,DG,405832,18039.21267,524,
B,MONTH 2,DG,483450,17916.13425,345,
B,MONTH 7,DG,544901,17869.55122,594,
B,MONTH 3,DG,121480,17616.21565,650,
B,MONTH 1,DG,430090,17317.94922,544,
B,MONTH 3,DG,683649,17060.66617,611,
B,MONTH 6,DG,379904,16992.86848,410,
B,MONTH 5,DG,379904,16925.62127,414,
B,MONTH 3,DG,483450,16719.2112,318,
B,MONTH 1,DG,511431,16682.9131,322,
B,MONTH 1,DG,121480,16675.87222,615,
B,MONTH 1,DG,405832,16616.2292,562,
B,MONTH 6,DG,683649,16384.21018,650,
B,MONTH 2,DG,405832,16078.00755,536,
B,MONTH 5,DG,430090,16051.78088,507,
B,MONTH 4,DG,544901,16035.85407,466,
B,MONTH 5,DG,405832,16008.99255,508,
B,MONTH 4,DG,731719,15979.9357,567,
B,MONTH 5,DG,731719,15928.23853,557,
B,MONTH 2,DG,649598,15828.21503,568,
B,MONTH 2,DG,999838,15398.36387,331,
B,MONTH 3,DG,877079,15330.91905,520,
B,MONTH 7,DG,683649,15149.65363,522,
B,MONTH 3,DG,649598,14865.2566,554,
B,MONTH 3,DG,379904,14593.4019,371,
B,MONTH 7,DG,546029,14526.17538,338,
B,MONTH 6,DG,430090,14318.60553,461,
B,MONTH 4,DG,471062,14228.81218,409,
B,MONTH 4,DG,344014,14213.4722,323,
B,MONTH 2,DG,928702,14083.4535,339,
B,MONTH 3,DG,471062,14074.98432,403,
B,MONTH 7,DG,570254,14004.05953,351,
B,MONTH 3,DG,405832,13744.10288,419,
B,MONTH 6,DG,731719,13439.17885,331,
B,MONTH 7,DG,999838,13360.79255,324,
B,MONTH 2,DG,471062,13214.25665,399,
B,MONTH 1,DG,424981,13201.22577,310,
B,MONTH 5,DG,546029,12929.55187,298,
B,MONTH 1,DG,928702,12871.8723,367,
B,MONTH 6,DG,999838,12783.2743,302,
B,MONTH 5,DG,999838,12585.05575,304,
B,MONTH 3,DG,344014,12376.49017,354,
B,MONTH 4,DG,570254,12243.21128,334,
B,MONTH 7,DG,118944,12175.58885,599,
B,MONTH 6,DG,874110,12079.46648,547,
B,MONTH 7,DG,555158,12002.20973,1044,
B,MONTH 1,DG,471062,12000.58162,362,
B,MONTH 3,DG,928702,11974.032,334,
B,MONTH 6,DG,877079,11952.29318,482,
B,MONTH 3,DG,118944,11926.31815,614,
B,MONTH 7,DG,303298,11846.91537,377,
B,MONTH 4,DG,906013,11789.95052,372,
B,MONTH 6,DG,303298,11750.8719,410,
B,MONTH 6,DG,546029,11727.99958,287,
B,MONTH 2,DG,544901,11522.0546,409,
B,MONTH 7,DG,800430,11481.3801,673,
B,MONTH 1,DG,483450,11446.56338,230,
B,MONTH 7,DG,731719,11295.956,334,
B,MONTH 6,DG,544901,11250.31575,435,
B,MONTH 7,DG,724533,11154.70852,478,
B,MONTH 7,DG,471062,11113.22542,332,
B,MONTH 4,DG,118944,11040.75965,609,
B,MONTH 2,DG,379904,11004.9963,298,
B,MONTH 5,DG,616248,10879.85697,364,
B,MONTH 4,DG,877079,10806.48555,428,
B,MONTH 2,DG,906013,10745.74785,373,
B,MONTH 7,DG,207979,10628.1342,300,
B,MONTH 3,DG,731719,10558.63715,294,
B,MONTH 2,DG,570254,10558.04185,265,
B,MONTH 1,DG,546029,10507.99777,248,
B,MONTH 4,DG,800430,10478.84892,626,
B,MONTH 5,DG,544901,10465.17628,398,
B,MONTH 2,DG,800430,10444.94222,598,
B,MONTH 5,DG,471062,10417.77607,330,
B,MONTH 2,DG,616248,10413.14007,339,
B,MONTH 6,DG,882608,10352.54443,447,
B,MONTH 6,DG,118944,9980.575017,521,
B,MONTH 1,DG,616248,9924.77995,346,
B,MONTH 2,DG,877079,9892.9795,369,
B,MONTH 2,DG,118944,9890.229633,505,
B,MONTH 3,DG,800430,9819.285333,561,
B,MONTH 5,DG,303298,9741.632067,339,
B,MONTH 6,DG,570254,9691.14325,290,
B,MONTH 6,DG,555158,9514.454233,845,
B,MONTH 1,DG,882608,9423.051483,356,
B,MONTH 5,DG,118944,9388.2705,505,
B,MONTH 2,DG,344014,9379.988183,241,
B,MONTH 6,DG,616248,9379.943133,325,
B,MONTH 5,DG,877079,9342.68725,367,
B,MONTH 1,DG,544901,9248.741417,323,
B,MONTH 5,DG,344014,9099.2379,253,
B,MONTH 1,DG,118944,8998.583867,413,
B,MONTH 5,DG,570254,8975.461933,254,
B,MONTH 6,DG,471062,8937.357033,315,
B,MONTH 1,DG,999838,8855.207283,206,
B,MONTH 1,DG,344014,8792.81295,240,
B,MONTH 5,DG,800430,8701.928983,529,
B,MONTH 3,DG,473845,8673.36345,480,
B,MONTH 1,DG,731719,8665.10015,279,
B,MONTH 2,DG,555158,8610.903267,576,
B,MONTH 4,DG,555158,8203.215267,662,
B,MONTH 6,DG,800430,7970.0624,443,
B,MONTH 2,DG,724533,7899.750517,293,
B,MONTH 7,DG,120279,7856.731233,250,
B,MONTH 1,DG,877079,7854.01115,266,
B,MONTH 6,DG,447151,7720.754483,224,
B,MONTH 2,DG,731719,7693.385,263,
B,MONTH 4,DG,447151,7691.334417,233,
B,MONTH 4,DG,724533,7649.622533,281,
B,MONTH 7,DG,151339,7612.111383,212,
B,MONTH 7,DG,447151,7591.257033,188,
B,MONTH 5,DG,120279,7575.75535,219,
B,MONTH 1,DG,800430,7526.078417,495,
B,MONTH 1,DG,772234,7495.062633,362,
B,MONTH 1,DG,570254,7453.98675,216,
B,MONTH 2,DG,303298,7427.752867,271,
B,MONTH 6,DG,120279,7345.3657,252,
B,MONTH 1,DG,320440,7326.489533,253,
B,MONTH 3,DG,724533,7282.550417,260,
B,MONTH 1,DG,151339,7274.1877,189,
B,MONTH 3,DG,555158,7262.955983,559,
B,MONTH 4,DG,151339,7208.239083,218,
B,MONTH 2,DG,151339,7171.212233,188,
B,MONTH 5,DG,555158,7093.163633,567,
B,MONTH 3,DG,151339,6985.54095,201,
B,MONTH 4,DG,120279,6953.097683,245,
B,MONTH 1,DG,555158,6948.77565,570,
B,MONTH 6,DG,320440,6902.245117,214,
B,MONTH 1,DG,294573,6753.814883,407,
B,MONTH 1,DG,303298,6746.516417,269,
B,MONTH 7,DG,882608,6535.923183,262,
B,MONTH 4,DG,303298,6512.373033,300,
B,MONTH 4,DG,320440,6345.38505,204,
B,MONTH 2,DG,473845,6288.590467,355,
B,MONTH 1,DG,120279,6260.4639,231,
B,MONTH 5,DG,151339,6201.01085,177,
B,MONTH 4,DG,207979,6159.513217,178,
B,MONTH 1,DG,724533,6122.354183,230,
B,MONTH 6,DG,151339,6026.634817,158,
B,MONTH 2,DG,120279,6007.8005,227,
B,MONTH 3,DG,120279,5756.510817,220,
B,MONTH 7,DG,343353,5689.70375,202,
B,MONTH 3,DG,207979,5654.959433,161,
B,MONTH 6,DG,207979,5643.98935,205,
B,MONTH 1,DG,447151,5626.16915,175,
B,MONTH 2,DG,447151,5601.35385,172,
B,MONTH 5,DG,444282,5582.308767,113,
B,MONTH 3,DG,447151,5464.154817,153,
B,MONTH 3,DG,320440,5441.310983,171,
B,MONTH 2,DG,994880,5429.094267,170,
B,MONTH 7,DG,320440,5418.457083,155,
B,MONTH 3,DG,303298,5372.036017,209,
B,MONTH 2,DG,343353,5169.169383,165,
B,MONTH 2,DG,207979,5109.192383,143,
B,MONTH 3,DG,994880,5095.349767,146,
B,MONTH 4,DG,473845,5040.249567,341,
B,MONTH 4,DG,994880,4965.5836,128,
B,MONTH 5,DG,207979,4903.09745,138,
B,MONTH 1,DG,207979,4802.71575,131,
B,MONTH 2,DG,320440,4745.12015,132,
B,MONTH 3,DG,577897,4714.8062,338,
B,MONTH 6,DG,343353,4687.14035,184,
B,MONTH 2,DG,882608,4656.017183,166,
B,MONTH 5,DG,343353,4569.832033,164,
B,MONTH 7,DG,994880,4556.2949,158,
B,MONTH 3,DG,444282,4514.666717,127,
B,MONTH 5,DG,994880,4502.18795,127,
B,MONTH 5,DG,447151,4455.06385,135,
B,MONTH 7,DG,444282,4416.391383,122,
B,MONTH 6,DG,444282,4413.061583,122,
B,MONTH 2,DG,854874,4310.844033,189,
B,MONTH 2,DG,772234,4294.1653,222,
B,MONTH 7,DG,772234,4237.45555,209,
B,MONTH 3,DG,882608,4217.69625,150,
B,MONTH 7,DG,380715,4129.114983,318,
B,MONTH 6,DG,772234,4088.41375,191,
B,MONTH 7,DG,294573,4044.554817,234,
B,MONTH 4,DG,577897,4037.472917,287,
B,MONTH 4,DG,380715,3969.409583,279,
B,MONTH 1,DG,994880,3968.2866,121,
B,MONTH 5,DG,320440,3939.911383,139,
B,MONTH 4,DG,444282,3931.949883,116,
B,MONTH 4,DG,882608,3916.985817,141,
B,MONTH 7,DG,577897,3910.921933,257,
B,MONTH 1,DG,949083,3837.7748,279,
B,MONTH 5,DG,772234,3822.521217,169,
B,MONTH 6,DG,380715,3803.7806,239,
B,MONTH 2,DG,444282,3772.847617,105,
B,MONTH 3,DG,343353,3698.974233,146,
B,MONTH 2,DG,949083,3671.282483,282,
B,MONTH 2,DG,380715,3670.427783,218,
B,MONTH 3,DG,772234,3611.431583,176,
B,MONTH 4,DG,772234,3564.44185,184,
B,MONTH 6,DG,994880,3530.66145,126,
B,MONTH 3,DG,380715,3487.525167,258,
B,MONTH 5,DG,577897,3483.035333,230,
B,MONTH 4,DG,854874,3452.36205,157,
B,MONTH 6,DG,906013,3373.144567,86,
B,MONTH 5,DG,380715,3359.565617,246,
B,MONTH 4,DG,343353,3245.159533,139,
B,MONTH 6,DG,294573,3223.940617,182,
B,MONTH 4,DG,294573,3202.1589,213,
B,MONTH 6,DG,577897,3163.53985,252,
B,MONTH 6,DG,473845,3121.0229,133,
B,MONTH 1,DG,577897,3117.8043,262,
B,MONTH 6,DG,854874,3094.219567,136,
B,MONTH 1,DG,380715,3079.978083,190,
B,MONTH 7,DG,874110,3005.878067,128,
B,MONTH 2,DG,577897,3005.237617,219,
B,MONTH 2,DG,294573,2979.19965,202,
B,MONTH 7,DG,854874,2867.61945,134,
B,MONTH 7,DG,906013,2834.263717,88,
B,MONTH 5,DG,294573,2805.912283,214,
B,MONTH 3,DG,294573,2791.22385,178,
B,MONTH 1,DG,512311,2771.72295,78,
B,MONTH 1,DG,343353,2664.906933,126,
B,MONTH 4,DG,874110,2664.679233,84,
B,MONTH 1,DG,444282,2662.622483,74,
B,MONTH 1,DG,906013,2637.2717,71,
B,MONTH 3,DG,854874,2607.792867,113,
